country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo. Rep.,0.220669751,0.257381447,0.22324279,0.214018192,0.237591397,0.212164786,0.258736124,0.263587701,0.358130069,0.38752992,0.428436178,0.498308971,0.467757616,0.83445471,1.076662193,0.707489679,0.771611684,0.291345777,0.190148202,0.199426415,0.22632675,0.255414876,0.705523778,0.582396357,0.563867422,0.614883808,0.498438118,0.601366803,0.662839318,0.648162286,0.497299596,0.515497947,0.624157804,0.596408669,0.808089014,0.572936374,0.610650514,0.810490788,0.261435359,0.26881043,0.334420466,0.268153805,0.215166687,0.322519519,0.342642829,0.411999361,0.368833081,0.385280842,0.384220477,0.478165334,0.501537799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,0.368314738,0.35567421,0.384378844,0.405874379,0.440272012,0.535235156,0.608967739,0.5215472,0.60052865,0.646713407,0.686853305,0.819821998,0.923911497,1.047520357,0.953605588,0.995048187,0.992659175,1.21142025,1.317875987,1.2257816,1.051488364,0.934401656,0.842095689,0.826151611,0.76439697,0.841822765,0.942633161,0.970666441,1.008263371,0.99349534,0.962574044,1.060117113,1.175662282,1.196540627,1.556803993,1.402646781,1.334890784,1.366860521,1.421348964,1.441209509,1.396805794,1.439023493,1.549031311,1.592540657,1.636129904,1.644694223,1.697011744,1.925313584,1.911933419,1.702829651,1.667708761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,0.126979415,0.146567932,0.149396553,0.15257554,0.179394207,0.26523584,0.281231183,0.310882091,0.353838867,0.401765045,0.450851633,0.478475499,0.509996196,0.519147705,0.550610321,0.589413246,0.559345599,0.546579627,0.620308019,0.667197176,0.731954395,0.502594676,0.658148517,0.499768805,0.535647128,0.698058196,0.547496273,0.680107022,0.783229371,0.704199299,0.463103135,0.435325112,0.345519064,0.426355694,0.368365676,0.485901035,0.555227448,0.527558288,0.435283101,0.385789334,0.409528933,0.457333148,0.424062366,0.31277628,0.432179251,0.434198441,0.381753139,0.369090155,0.361896603,0.302618026,0.29407195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.655340227,3.548667147,3.622108125,3.771898957,3.976344366,4.171323932,4.454974773,4.513027266,4.359602589,4.621766236,4.898179502,5.282068991,5.179208014,5.201202045,5.226528119,5.509947481,5.287902576,4.886268692,4.742244317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1.92030689,1.672750081,1.903812584,1.713506422,1.837669158,1.839372236,1.874577895,1.908353625,1.908513853,2.018438085,2.145588516,2.213831416,2.308099976,2.444836173,2.463661901,2.872748199,2.857810157,3.057951612,3.167025206,3.250791297,3.199852538,3.320427937,3.488035074,3.099828198,3.259514093,3.23508409,3.305199388,3.310000929,3.437289989,3.411910779,3.153859874,2.781114776,2.921140699,2.719413143,2.968055766,2.353559228,2.462035451,2.238235466,2.21566943,2.283471363,2.344764597,2.284555613,2.334435811,2.273667684,2.225462106,2.310595418,2.432699957,2.372385236,2.701777167,2.654620218,3.407420343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,1.548582861,1.501092571,1.567526527,1.706482673,1.729709181,1.981449866,2.123334472,2.306399413,2.713590114,2.758056428,2.778071969,3.034953496,3.829294955,3.936439773,2.996127602,3.046538179,3.746474376,4.009958799,4.170960885,4.415332363,4.680213758,4.420650983,4.484006753,4.463518242,4.561118898,4.407802749,4.977100751,5.696903012,5.605557223,5.779967159,6.069159461,6.053455807,6.589593114,6.698760143,6.731525333,6.489569305,6.600425753,6.606732693,7.038088935,6.996548187,7.261080144,7.119911415,7.165887315,7.76215084,7.219226243,7.265423287,7.429369477,7.709117454,7.94273481,7.464650661,6.983513146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,6.501854897,6.878990852,7.943650211,8.68791749,9.144959229,9.31556665,10.45340906,10.15974302,10.96234643,12.12925547,12.59864662,11.50555456,11.94800546,11.80396143,10.91903974,10.99443431,11.80780132,12.0655012,11.8983832,12.24201178,11.75288459,10.06079564,10.43591109,9.759396924,9.890119056,11.68683895,11.45131607,11.355024,10.70915342,9.508081704,9.675485515,11.87336867,10.50153002,11.00910421,11.71249074,10.53541597,13.05294381,10.809832,10.57868801,9.571741038,8.850265221,9.154250034,9.172628705,10.35004201,9.36852657,8.689944331,10.1053826,9.18756731,8.541507801,8.054240996,8.341948729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,0.475197443,0.489688714,0.498334239,0.646013801,0.772127715,1.03679331,1.117455836,0.66039789,0.85019674,0.55562144,0.862093857,0.940614937,1.0497994,0.931291748,0.939884473,0.884074602,0.807089342,0.732730866,0.680600413,1.133199306,1.024109197,0.848612115,0.957117474,0.935409315,0.925229812,0.927531056,0.894585319,0.853076893,0.73205078,0.760943944,0.710783878,0.687136338,0.697018075,0.71081331,0.699586934,0.684716146,0.677079939,0.660903786,0.596084807,0.623501266,0.551054518,0.513604517,0.52224689,0.522035811,0.577436551,0.585130269,0.592056967,0.580933854,0.612799524,0.609646558,0.606492963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,0.183287511,0.180227414,0.177468015,0.233107643,0.229453484,0.225512657,0.221203346,0.325054299,0.318651236,0.26111396,0.361115801,0.358638292,0.357788403,0.357748507,0.408479667,0.406887496,0.403773446,0.349624948,0.345725575,0.440458076,0.486863537,0.48646306,0.536590125,0.539598022,0.592896028,0.647319509,0.652771311,0.658697805,0.766657374,0.823507393,0.827153183,0.828133969,0.826733557,0.875701849,0.976407381,1.130355174,1.030194051,1.138619917,1.093454891,1.152331567,1.473571401,1.636739768,1.481460104,1.642581888,1.592195348,1.649135534,1.601164483,2.196763792,1.88285235,1.88942218,2.00225315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,0.39729327,0.360235934,0.33265584,0.370579762,0.429436565,0.442454318,0.456399685,0.474510309,0.553723137,0.619714605,0.717068645,0.686752218,0.725453622,0.807029836,0.907476622,1.065857526,1.140882107,1.023035827,1.385192591,1.571856152,1.689157986,2.040686243,2.295202741,2.265899653,2.399296394,2.137337884,1.638325944,1.581297459,1.763566133,2.0210877,1.640614389,1.571004572,2.079261762,2.208064591,1.220401301,2.003629611,2.062170298,1.552119832,1.858537021,1.750905842,1.696257134,1.867797915,1.933646448,2.041963069,2.169375743,2.227352744,2.176390677,2.220694554,2.110517801,2.136511516,2.256060986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,0.575300619,0.596417712,0.632250612,0.714079997,0.824021466,0.869948565,0.815090838,0.58880108,0.668620113,0.561234731,0.603638222,0.627055003,0.678841622,0.619459527,0.665374602,0.774864287,0.840591484,0.902298335,0.915864591,0.977832859,1.006299309,1.107521178,1.199103221,1.182485842,1.290779736,1.261991181,1.436577856,1.40697014,1.369096215,1.296540363,1.335895349,1.358160933,1.37713524,1.551938413,1.397707543,1.542197726,1.61629481,1.685249652,1.871589273,1.88665468,2.088937708,1.820930715,1.812364331,2.06927612,2.071494326,2.253172813,2.363415679,2.500135211,2.512394205,2.481971367,2.52409946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,0.223456703,0.203895916,0.219896611,0.369347383,0.391598931,0.320926306,0.390472666,0.336752691,0.356471076,0.327670635,0.382730453,0.393722267,0.426469519,0.487625482,0.476935018,0.498263993,0.511405073,0.51855782,0.531550431,0.522102509,0.458307445,0.38764058,0.36827746,0.391112236,0.325701653,0.397793812,0.393454389,0.477989582,0.47621204,0.49226792,0.490920226,0.596743545,0.623504627,0.696687068,0.782039919,0.920919364,0.845218335,0.986509971,0.988698667,0.963950159,0.966617034,0.996866647,1.008477793,1.090506491,1.055822349,1.066576228,1.126953876,1.130494874,1.067764634,1.051118297,1.008882135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,0.087261765,0.08624069,0.085290822,0.09834311,0.096948636,0.10887222,0.093173414,0.090872828,0.10160384,0.150677191,0.126042573,0.231649661,0.320124558,0.111798417,0.205687939,0.261640922,0.272752997,0.282757536,0.323406757,0.289766142,0.265963073,0.299414923,0.292500293,0.228983985,0.274655744,0.211109476,0.245845765,0.29047165,0.302346168,0.323834495,0.323627192,0.521728032,0.541045694,0.248148954,0.085668781,0.298286884,0.256566686,0.620829682,0.345600796,0.938490201,0.873720486,5.760788292,8.981011696,10.51924916,8.846591635,7.752779839,7.593759438,7.447945137,6.798253229,6.782995529,6.679982848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057542281,0.092451276,0.106751954,0.158313387,0.172195996,0.175052768,0.165958842,0.165421937,0.152240591,0.175129659,0.178309134,0.170821858,0.120753268,0.120730638,0.083745644,0.100693122,0.097709363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea and Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.06356126,11.85438767,12.0521294,11.19818238,12.63951919,12.50367021,11.87224333,11.07735817,11.07423752,11.44266962,11.00829203,12.6113665,12.76651916,12.46690151,12.04455033,14.03185558,13.03137887,10.98937684,13.67269636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,0.015607437,0.014771877,0.016747367,0.017399614,0.016380389,0.025326853,0.031574796,0.040100543,0.062853606,0.059166035,0.057102968,0.062182403,0.045948624,0.055634549,0.053825242,0.036712319,0.035148715,0.030930819,0.039987524,0.053143703,0.051440152,0.051438863,0.039693462,0.04790373,0.041859368,0.044184754,0.052210696,0.058931216,0.05908446,0.060473677,0.062434576,0.059694712,0.057342293,0.056608252,0.053858114,0.037732301,0.063446014,0.070688003,0.080853511,0.079454541,0.088901905,0.064013291,0.064898946,0.069879245,0.072295294,0.068036682,0.071313208,0.07609949,0.080167238,0.082015656,0.07828454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faeroe Islands,1.708704685,3.266940668,3.332386633,3.502167786,3.362512158,3.728027992,3.784175267,4.526506003,4.862050371,5.576094461,6.658538062,6.68755994,5.972985814,6.382280972,7.515163634,8.621472003,8.082490387,9.859257285,9.571249531,11.36668402,9.856861233,10.16048955,10.4568304,10.99239624,11.10121698,11.3633866,10.65036597,10.65481532,11.14629512,12.15580128,13.10680292,12.63964252,14.25262396,15.74236795,14.15958687,16.61185597,14.6950433,14.41655618,14.87893954,14.80659715,15.55064892,17.08442987,16.24630766,16.37456466,16.60579498,15.87992319,15.80883617,15.92824398,14.78829283,13.72407883,14.60403493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,0.494026767,0.414274966,0.547960803,0.554792652,0.944247233,0.743000241,0.677395833,0.728941648,0.793741469,0.848898655,1.000214515,1.034552161,1.067214888,1.138085502,1.186715857,1.080986091,0.82373865,1.280855583,1.167293253,1.350860738,1.252432589,1.661531025,1.256498852,1.043093626,0.832341091,0.814009964,0.841990996,0.660535237,0.766052395,0.870600751,1.122567123,0.917586747,0.970361653,1.010179947,1.067833317,1.120349229,1.140119594,0.929188756,0.879247145,0.995133389,1.066051675,1.368058453,1.024088121,1.054234126,1.383222114,1.658251809,1.642823386,1.439858951,1.277779556,0.993754715,1.499688791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,3.409254309,3.346952219,3.739877377,4.280243032,5.026822135,5.549004288,6.449930078,6.243026103,7.259968099,8.254981915,8.769434985,8.778091179,9.507781929,10.57782176,9.94882992,9.784144891,10.8475456,10.59608155,10.92820823,11.40693831,12.1856846,10.72827309,8.926276768,8.565994968,8.659349263,10.13040524,10.83556584,11.67702694,10.53789434,10.58474368,10.37620486,10.72881148,9.504645631,9.990001437,11.30341598,10.34143453,11.95613992,11.67224497,11.06259001,10.73577173,10.07782806,10.88081802,11.75070541,13.21960352,12.83667686,10.41897471,12.56959193,12.09277656,10.64411428,9.95273653,11.52722585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,5.935704653,6.075657824,6.36580003,7.020720138,7.16417199,7.216114324,7.051443158,7.491194711,7.687855387,8.200852337,8.647469615,9.037871603,9.320518209,9.937511769,9.530918369,8.480986532,9.543478828,9.035339325,9.466648897,9.862765616,9.378557143,8.398516323,8.029095846,7.725745567,7.3707307,7.250959552,6.93797286,6.755887314,6.626696928,6.920428446,7.035870965,7.508045486,6.941837134,6.776778032,6.41039434,6.798462427,7.029040313,6.511920454,6.992889001,6.319416724,6.190346876,6.495829652,6.370695461,6.439525682,6.437106167,6.427193278,6.232633759,6.087139998,5.999020726,5.71531184,5.753381167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Guiana,0.679494703,0.656618415,0.63263839,0.70937667,0.777845545,0.931879601,1.070559611,1.621663563,1.879503752,1.803767236,2.114179417,2.041817483,1.97644945,2.189871843,1.858792147,2.060322979,4.68164794,5.623907379,5.262234696,8.395699189,5.51630555,4.603895676,4.884547069,4.924911096,4.308604287,4.191769651,3.941847006,4.218089347,4.905495673,6.01944883,6.955006066,6.88369856,6.961749931,6.714529076,6.646607976,6.545922236,6.313509796,6.062896647,5.479887139,4.225520633,3.467023875,3.669034474,3.126672017,3.916395634,3.574812793,3.267439961,2.761640226,3.164369972,3.150988265,3.106366054,3.029765536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,0.462175164,0.718118204,0.566072093,0.759607306,0.735228589,0.908186964,1.25809705,1.397413782,1.489548976,1.50597255,1.752771965,1.983867261,1.828637763,1.712539229,1.718813727,1.638380212,1.972136107,1.992363813,2.190362405,1.925205647,1.941344911,2.120318433,2.105031066,2.55721387,2.704031465,3.371182519,3.390305408,3.329904954,3.058103976,3.182787152,3.227848209,3.198572173,3.171467279,2.968760542,2.547463643,2.650626975,2.631276154,2.660233442,2.591950989,2.496445883,2.653896543,3.052417084,3.008163265,3.218485218,3.133006388,3.337649259,3.295637542,3.226896758,3.284935038,3.260050681,3.263604714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,0.271754795,0.337841988,0.179085646,0.148249077,0.382740287,0.431045934,0.753973354,1.984418783,3.809335169,2.749970109,3.933077255,5.271791223,4.963656034,9.396205793,9.398938001,9.015530292,9.339220308,10.05660624,11.71905677,10.18108585,9.716673918,9.352849933,9.052935369,7.393027734,7.789406667,7.958663492,6.067355996,4.761425626,4.972036596,6.414452784,5.213603087,1.539827982,2.14905374,3.206221078,3.174491912,3.547537524,3.160990209,3.08744102,1.385191272,1.190967429,0.851902763,1.410742065,1.377984686,1.013042031,1.314812872,1.522061132,1.414503757,1.638058016,1.079539317,0.054596211,1.709773007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gambia,0.049200492,0.057566908,0.065851139,0.074044531,0.072889437,0.071640819,0.079070325,0.07746388,0.084166003,0.106759122,0.103925249,0.116418871,0.135304127,0.123611764,0.119599017,0.183977254,0.178407309,0.198755824,0.236330433,0.240958577,0.25034959,0.241517403,0.238065375,0.22887602,0.234449257,0.22425804,0.200291913,0.212461853,0.206637031,0.193619466,0.197346654,0.197752414,0.191536042,0.196332251,0.190872112,0.192094298,0.186766675,0.181616442,0.191557745,0.203657961,0.212014025,0.211378924,0.229160838,0.222407483,0.220929965,0.214584949,0.218019952,0.248844225,0.251002328,0.259454428,0.273664454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.868189896,1.894031314,1.179375604,0.454240378,0.814515155,0.900924866,1.020006604,0.904240043,0.955729301,0.804496701,0.732376805,0.82562343,0.956499094,1.131857615,1.384029306,1.401584013,1.419429779,1.384967026,1.433896323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,11.18738991,11.37933301,11.93342865,12.66362265,12.86755348,12.64986654,12.44498619,12.16528792,12.72099839,13.5226599,13.13717155,13.24500653,13.27670135,13.82791189,13.53017658,12.7655002,13.89876401,13.42240344,13.77597736,14.29281903,14.08973538,13.45958881,13.07022381,13.04715204,13.34292912,13.48265026,13.51195079,13.28708809,13.1974408,12.93279745,12.81357045,11.67440616,11.10938596,10.84403101,10.62001276,10.54604616,10.82152956,10.47297493,10.38593584,9.987493757,10.07786447,10.36102497,10.05308301,10.10292354,10.00700282,9.77250761,9.799174272,9.500478837,9.497246757,8.88512538,9.05581625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
